NEWID	SPECIMEN_ID	COLLECTOR	NUMBER	ADDCOLL_LABEL	HERBARIOS	COLLDD	COLLMM	COLLYY	LABEL_NAME	NOME	GENUS	SP1	ESPECIE_ARTIGO	DETBY	DETMONTH	DETYEAR	OLDDETS	TAXON_NOTES	VERNACULAR	CLADO	ITS_TIP	CPDNA_TIP	NOTA_DE_HABITAT	NOTA_DE_SOLO	HABITOSTD	PLANT_DAP_CM	PLANT_HEIGHT_M	FERT	LABEL_NOTES	ALTITUDE_EST	ALTI_RANGE	LATITUDE	LONGITUDE	COORD_REF	COUNTRY	PROVINCE	MUNICIPIO	MINORAREA	NOTAS_LOCALIDADE	END
MAR644	Marin_644	Marin, E.	644		MO; PORT	31	10	1989	guianensis	Pagamea guianensis Aubl.	Pagamea	sp. nov. occulta	guianensis	Taylor, C.M.	 	1994				Oblonga		AYM12209						Flower		180		3.6666666667	-66.8666666667	LABEL	Venezuela	Amazonas	D. Atabapo	Cerro Yapacana	Cerro Yapacana. Planicie Anegadiza entre el Caño Cotúa y Cerro Yapacana	endofline
HUB6120	Huber_6120 	Huber, O.	6120 		NY; VEN	18	2	1981	guianensis	Pagamea guianensis Aubl.	Pagamea	sp. nov. occulta	guianensis	Steyermark, A.	6	1982	Type of P. guianensis forma pubescens Steyerm.			Oblonga		AYM12191	Islas arbustivas y en el borde del bosque		Shrub		2.25	Flower	Poco frecuente. Frutos ovalados verdes de aprox. 0.6 cm de diâmetro, sobre pedúnculo rojo vino. haz verde oscuro, mate, envés verde claro.	110		4.1702	-66.2666666667	LABEL	Venezuela	Amazonas	D. Atabapo	Rio Ventuari	Pequeñas sabanas ubicadas en la ribera izquierda del bajo río Ventuari, a unos 10 km al NE de la desembocadura del Caño Marueta	endofline
HUB3207	Huber_3207	Huber, O.	3207		NY; VEN	19	2	1979	Pagamea  anisophylla Standl. & Steyerm.    	Pagamea anisophylla Standl. & Steyerm.	Pagamea	anisophylla	anisophylla	Steyermark, A.	7	1981		both conduplication marks present		Macrophylla		AYM12190	Sabana		Shrub		1.25	Fruit	Arbusto de 1-1.5 m, muy frecuente en sabana rocosa de cerro. Fruto redondo verde oscuro sobre cálice rojizo. Haz verde mediano, envés verde claro.	120		4.3666666667	-66.7166666667	LABEL	Venezuela	Amazonas	D. Atures	Cerro Moriche	Cerro Moriche. Al pie SE del cerro.	endofline
DAV12991	David_12991	Davidse, G.	12991		MO; VEN	10	5	1977	guianensis	Pagamea guianensis Aubl.	Pagamea	sp. nov. occulta	guianensis	Steyermark, A.	 	1979	var. guianensis [Steyerm.]			Guianensis		AYM12106						Fruit		55		6.9666666667	-67.8166666667	LABEL	Venezuela	Apure	Autonomo Pedro Camejo	río Capanaparo	Río Capanaparo. Banks of rio Capanaparo	endofline
AYM12106	Aymar_12106	Aymard, G.	12106		INPA	 	 	 		Pagamea guianensis Aubl.	Pagamea	sp. nov. occulta	guianensis	Vicentini, A.	10	2006				Oblonga		AYM12106								55		6.9666666667	-67.8166666667	OTHER LABEL FROM SAME SITE	Venezuela	Apure	Autonomo Pedro Camejo	río Capanaparo	Capanaparo-Cinaruco	endofline
CLA6947	Clark_6947	Clark, H.L.	6947		MO; NY; QCNE; VEN	18	1	1979	Pagamea  plicata Spruce ex Benth.    	Pagamea plicata Spruce ex Benth.	Pagamea	plicata	plicata	Vicentini, A.	10	2006		the two types of hairs present on veins below		Plicata		AYM11497						Fruit		119		1.9333333333	-67.05	LABEL	Venezuela	Amazonas	D. Rio Negro	San Carlos de Rio Negro	ca. 20 km S of confluence of Rio Negro and Brazo Casiquiare.	endofline
PRA29725	Pranc_29725	Prance, G.T.	29725	Cordeiro, I.; Silva, E.L.S.	INPA; NY	23	7	1985	guianensis	Pagamea guianensis Aubl.	Pagamea	guianensis	guianensis	Boom, B.	 	1986				Puberula		AMA04	Caatinga on rocks	rocks	Tree		3	Flower	Flowers white.	500		0.8333333333	-63.35	LABEL	Brasil	Amazonas	Barcelos	Serra do Aracá	Serra do Aracá, slopes of western massif	endofline
VIC2145	Vicen_2145	Vicentini, A.	2145	Boubli, J.P.; Pontual, F.; Naka, L.	INPA	3	12	2003	guianensis	Pagamea guianensis Aubl.	Pagamea	guianensis	guianensis	Vicentini, A.	10	2006				Puberula		AMA04	Campinarana baixa densa com Humiria, Mezilaurus itauba, Cybianthus, Humirasthrum, Clusia	areia branca nao inundavel, dunas	Tree	3	2	Flower	Subbosque. Flores brancas suavemente perfumadas. Planta sem resina. 	51		-0.5225	-64.9344444444	GPS	Brasil	Amazonas	Santa Isabel do Rio Negro	rio Ayuana	Dunas em restinga (peninsula) proxima a foz do Rio Ayuana	endofline
DAM2918	Damiã_2918	Damião, C.	2918		BM	29	11	1978	Pagamea  coriacea Spruce ex Benth.    	Pagamea coriacea Benth.	Pagamea	coriacea	coriacea	Kirkbride Jr., J.H.	 	1981				Coriacea		AMA03	Capoeira de terra firme	arenoso	Small tree		5	Flower	Pouco frequente. Flores brancas.	41		-0.5274305556	-64.9756694444	map - santa isabel	Brasil	Amazonas	Santa Isabel do Rio Negro	Tapuruquara	Rio Negro, margem direita, fazenda São Tomé	endofline
AMA03	Amara_03	Amaral, I.L. do	3		INPA	 	 	 		Pagamea coriacea Benth.	Pagamea	coriacea	coriacea	Vicentini, A.	10	2006				Coriacea		AMA03								59.75		-0.3663888889	-64.9966666667	OTHER LABEL FROM SAME SITE	Brasil	Amazonas	Santa Isabel do Rio Negro			endofline
VIC2133	Vicen_2133	Vicentini, A.	2133	Boubli, J.P.; Pontual, F.; Naka, L.	INPA	3	12	2003	guianensis	Pagamea guianensis Aubl.	Pagamea	sp. nov. occulta	guianensis	Vicentini, A.	10	2006				Guianensis		AMA01	Campinarana/Campina	areia branca	Tree	6	5	Flower-old	Tronco circular cinza, fissurado escamoso. Flores velhas. Borda chavascal/campina.	29		-0.5783333333	-64.9258333333	GPS	Brasil	Amazonas	Santa Isabel do Rio Negro	rio Ayuana	Rio Ayuana, margem direita do rio Negro	endofline
AMA01	Amara_01	Amaral, I.L. do	1		INPA	 	 	 		Pagamea guianensis Aubl.	Pagamea	sp. nov. occulta	guianensis	Vicentini, A.	10	2006				Guianensis		AMA01								59.75		-0.3663888889	-64.9966666667	OTHER LABEL FROM SAME SITE	Brasil	Amazonas	Santa Isabel do Rio Negro			endofline
GIL724	Gille_724	Gillespie, J.L.	724		MO; NY	24	2	1989	guianensis	Pagamea guianensis Aubl.	Pagamea	guianensis	guianensis	Taylor, C.M.	 	1996				Puberula		AF002744	Savanna and scrub	white sand				Fruit		15		6.4666666667	-58.2666666667	LABEL	Guyana	East Berbice-Corentyne	Soesdyke-Linden highway	St. Cuthbert's	Linden Hwy., near turnoff to St. Cuthbert's Mission.	endofline
ARA451	Araúj_451	Araújo, A.	451	Ferreira, M.C.	IBGE	30	9	1987	Pagamea cf. acrensis Steyerm.    	Pagamea acrensis Steyerm.	Pagamea	acrensis	acrensis	Vicentini, A.	6	2000	P. duckei Standley (Pinto, G.C.P., 02/1988)			Acrensis			Campinarana Arbórea Densa com Palmeira					Flower	Podzol hidromórfico. Relevo suave ondulado.	80		-7.0666666667	-72.85	LABEL	Brasil	Amazonas	Guajará	rio Ipixuna	Norte do Rio Ipixuna - RADAM SB.18-Z-D pt F.2(32)	endofline
ROS644	Rosa,_644	Rosa, N.A.	644		IBGE	5	2	1976	Pagamea cf. acrensis Steyerm.    	Pagamea acrensis Steyerm.	Pagamea	acrensis	acrensis	Vicentini, A.	6	2000	P. sessiliflora Spruce ex Benth (Delprete, 1997).		Café-bravo	Acrensis					Tree	19	6	Estéril	Frutos verdes. Madeira dura amarelada, casca em placas. Coleta de madeira.	80		-7.6333333333	-72.6	GNDB - Cruzeiro do Sul	Brasil	Amazonas	Guajará		RADAM SB.18-X-D PT 03	endofline
MAR448	Marin_448	Marinho, L.R.	448		IBGE	10	2	1976	Pagamea cf. acrensis Steyerm.    	Pagamea acrensis Steyerm.	Pagamea	acrensis	acrensis	Vicentini, A.	6	2000	P. sessiliflora Spruce ex Benth (Delprete, 1997 em IBGE).			Acrensis					Tree	9.5	4	Flower	Frutos verdes.	80		-7.6333333333	-72.6	GNDB - Cruzeiro do Sul	Brasil	Amazonas	Guajará		RADAM SB-18-ZD	endofline
ROS435	Rosa,_435	Rosa, N.A.	435		IBGE	10	2	1976	Pagamea cf. acrensis Steyerm.    	Pagamea acrensis Steyerm.	Pagamea	acrensis	acrensis	Vicentini, A.	6	2000	P. sessiliflora Spruce ex Benth (Delprete, 1997 in IBGE).		Café-bravo	Acrensis					Shrub		2	Fruit	Frutos verdes com pedunculo avermelhado.	204		-7.4186111111	-72.8944444444	MAP	Brasil	Amazonas	Guajará		RADAM SB-18-ZD	endofline
MAR87	Marin_87	Marinho, L.R.	87		IBGE	10	2	1976	Pagamea cf. acrensis Steyerm.    	Pagamea acrensis Steyerm.	Pagamea	acrensis	acrensis	Vicentini, A.	6	2000	P. sessiliflora Spruce ex Benth (Delprete 1997 in IBGE).			Acrensis					Shrub		0.6	Estéril	Frutos secos.	80		-7.6333333333	-72.6	GNDB - Cruzeiro do Sul	Brasil	Amazonas	Guajará		RADAM SB-18-ZD PT 10	endofline
MON280	Monte_280	Monteiro, O.P.	280	Damião, C.	INPA	10	2	1976	guianensis	Pagamea acrensis Steyerm.	Pagamea	acrensis	acrensis	Vicentini, A.	7	2005	P.guianensis Aubl. (Kirkbride, Jr., J.H. 1977)			Acrensis					Shrub		2	Fruit	Frutos verdes imaturos.	80		-7.6333333333	-72.6	GNDB - Cruzeiro do Sul	Brasil	Amazonas	Guajará		RADAM/BRASIL, SB18ZDPT8	endofline
CID10135	Cid  _10135	Cid  Ferreira, C.A.	10135		INPA	19	10	1989	guianensis	Pagamea acrensis Steyerm.	Pagamea	acrensis	acrensis	Vicentini, A.	8	2004	P.guianensis (Vicentini, A. 2001)	parece com P. acrensis		Acrensis			Campina aberta hidromorfica	arenoso	Shrub		4	Flower	Botões florais esverdeados	80		-7.6333333333	-72.6	GNDB - Cruzeiro do Sul	Brasil	Amazonas	Guajará	BR-307	km 60 próximo a Fazenda do Sr. Idelfonso	endofline
CID5208	Cid  _5208	Cid  Ferreira, C.A.	5208		INPA; NY	23	10	1984	Pagamea  acrensis Steyerm.    	Pagamea acrensis Steyerm.	Pagamea	acrensis	acrensis	Vicentini, A.	5	2002	P. guianensis Aubl. [Boom, B. 1987]	NY specimen is a composite of tw individuals one with fruits and pistillate flowers, the other two branches are staminate...		Acrensis			Campina fechada	arenoso	Shrub		3	Flower; Fruit	Inflorescência jovem verde. Frutos imaturos verdes.	80		-7.41	-72.42	ARCVIEW City Data	Brasil	Amazonas	Guajará	BR-307	BR-307, Rod. Cruzeiro do Sul-Benjamin Constant. Km 32.	endofline
MAA8974	Maas,_8974	Maas, P.J.M.	8974	Maas-van de Kamer, H.; Prado, J.; Gomes Silva, D.P.; Maia, R.L.O.; Oliveira, E.C.; Bandeira, J.R.	MO; NY	16	10	2001		Pagamea acrensis Steyerm.	Pagamea	acrensis	acrensis	Vicentini, A.	8	2004				Acrensis			Campinarana	white sand	Tree	10	4	Flower-old	Trunk strongly sulcate, inflorescence greenish yellow	191.75		-7.4727777778	-72.8213888889	LABEL	Brasil	Amazonas	Guajará	BR-307	6 km of Cruzeiro do Sul-Boa Fé Road (BR-307). Ramal dos Carobas	endofline
CID11673	Cid  _11673A	Cid  Ferreira, C.A.	11673A		INPA	 	 	 		Pagamea acrensis Steyerm.	Pagamea	acrensis	acrensis	Vicentini, A.	10	2006				Acrensis									P1-28	80		-7.6333333333	-72.6	GNDB - Cruzeiro do Sul	Brasil	Amazonas	Guajará			endofline
CID11778	Cid  _11778	Cid  Ferreira, C.A.	11778		INPA	 	 	 		Pagamea acrensis Steyerm.	Pagamea	acrensis	acrensis	Vicentini, A.	10	2006				Acrensis										200		-7.3973	-72.766	LABEL	Brasil	Amazonas	Guajará			endofline
CID11787	Cid  _11787	Cid  Ferreira, C.A.	11787		INPA	 	 	 		Pagamea acrensis Steyerm.	Pagamea	acrensis	acrensis	Vicentini, A.	10	2006				Acrensis										200		-7.3973	-72.766	LABEL	Brasil	Amazonas	Guajará			endofline
ROS706	Rosa,_706 	Rosa, N.A.	706 	Wurdack, J.L.	NY	10	2	1976	Pagamea  acrensis Steyerm.    	Pagamea acrensis Steyerm.	Pagamea	acrensis	acrensis	Vicentini, A.	10	2006				Acrensis										80		-7.5	-72.8333333333	MAP	Brasil	Amazonas	Guajará		Projecto RADAM  Ponto 10-SB-18-ZD	endofline
COR511	Corde_511	Cordero-P., Zaleth	511		COL	23	3	2004		Pagamea acrensis Steyerm.	Pagamea	acrensis	acrensis	Vicentini, A.	10	2006				Parviflora			Creciendo en sabana.		Tree	17.8	10	Fruit	Corteza exfoliándose en tiras. Pedúnculo de la inflorescenica verde con tintes rojizos. Cáliz rojo. Frutos verdes. 	100		-1.2833333333	-69.7333333333	LABEL	Colombia	Amazonas	La Pedrera	Resguardo Indígena Curare	Resguardo Indígena Curare. Los Ingleses, Comunidad Curare	endofline
CID10941	Cid  _10941	Cid  Ferreira, C.A.	10941		ACRE; MO; NY	24	3	1992	Pagamea  acrensis Steyerm.    	Pagamea acrensis Steyerm.	Pagamea	acrensis	acrensis	Vicentini, A.	4	2002	P. guianensis Aubl. [Delprete 1999]			Acrensis			Campina cerrada	arenoso, branco	Shrub		4	Fruit	Frutos imaturoes verdes.	186		-7.6166666667	-72.9166666667	LABEL	Brasil	Acre	Mâncio Lima		Estrada do Isac, aproximadamente a 4 km da cidade	endofline
DAL9056	Daly,_9056	Daly, D.C.	9056		MO	13	5	1996	Pagamea  acrensis Steyerm.    	Pagamea acrensis Steyerm.	Pagamea	acrensis	acrensis	Vicentini, A.	4	2002	P. guianensis Aubl. [Taylor, C.M. 1998]			Acrensis			Campina	poorly drained white-sand				Fruit		186		-7.6	-72.95	LABEL	Brasil	Acre	Mâncio Lima	ramal do Banho	Ramal do Banho, 5 km NW of Mâncio.	endofline
CID11760	Cid  _11760	Cid  Ferreira, C.A.	11760		INPA	 	 	 		Pagamea acrensis Steyerm.	Pagamea	acrensis	acrensis	Vicentini, A.	10	2006				Acrensis										189.5		-7.5496	-72.98574	LABEL	Brasil	Acre	Mâncio Lima			endofline
CAR4648	Cárde_4648	Cárdenas, D.	4648		COAH; MO	10	4	1994	Pagamea  acrensis Steyerm.    	Pagamea acrensis Steyerm.	Pagamea	acrensis	acrensis	Vicentini, A.	5	2002	P. guianensis Aubl. [Taylor, C.M. 1996]			Parviflora					Tree		6	Fruit	Raquis rojo, fruto verde.	125		-0.9333333333	-71.3666666667	GNDB - El Sol, Quebrada	Colombia	Amazonas	Mirití-Paraná	Quebrada El Sol	Quebrada El Sol. 160 km de Araracuara (Bh-T)	endofline
CAR6195	Cárde_6195	Cárdenas, D.	6195		COAH; MO	21	11	1994	Pagamea  acrensis Steyerm.    	Pagamea acrensis Steyerm.	Pagamea	acrensis	acrensis	Vicentini, A.	5	2002	P. guianensis Aubl. [Taylor, C.M. 1996]			Parviflora			Llanura de inundación de águas negras medias. En llanura aluvial de rios amazónicos		Tree		8	Flower	Flores blancas	150		4.94	-69.6669444444	web www.tageo.com Taraira	Colombia	Vaupés	Mitú	Lago Caparú	Margen sur del lago Caparú (Bmh-T).	endofline
COR281	Corté_281	Cortés, R.	281	Cordoba, G.; Kingston, T.	MO	6	8	1992	Pagamea  thyrsiflora Spruce ex Benth.    	Pagamea acrensis Steyerm.	Pagamea	acrensis	acrensis	Vicentini, A.	4	2002				Parviflora					Small tree		2	Estéril		320		4.1672	-68.2	LABEL	Colombia	Guainía	Puerto Colombia	Serranía del Naquén	Serrania de Naquén. Alrededores del Campamento La Planada	endofline
TOR3174	Torre_3174	Torres, J.H.	3174	Galeano, G., Huitoto, B.	COAH; COL; NY	14	4	1986	guianensis	Pagamea acrensis Steyerm.	Pagamea	acrensis	acrensis	Vicentini, A.	8	2004	P. guianensis Aubl (Lozano 6 1986)	tertiary perpendicular to midrib  this specimens is more like the p.guianensis from genaro herrera than to sessiliflora, the veins have different shapes, the calyx lobes are also much smaller		Parviflora					Shrub		2	Fruit	Pedúnculos florales rojizo; frutos verde opaco-brillante.	105		-0.5	-72	MAP	Colombia	Amazonas	Puerto Santander	Araracuara	Araracuara. Pintadillo (frente a la trecera Isla, margen Izq. rio Caquetá, una hora trocha adentro hasta encontrar terraza antigua	endofline
RES522	Restr_522	Restrepo, D.	522	Matapi, A.	COAH; HUA; NY	20	11	1991	Pagamea  acrensis Steyerm.    sensu lato	Pagamea acrensis Steyerm.	Pagamea	acrensis	acrensis	Vicentini, A.	5	2002	P. guianensis Aubl. [Vicentini, A. 11/2000]			Parviflora					Tree	25	15	Flower	Corteza muerta café negra, escamosa, fisurada, olor dulce en la corteza, corteza externa viva roja, corteza interna viva rosada, sépalos verdes, pétalos brancos.	175		-0.7833333333	-71.9	GNDB - Quebrada El Engaño	Colombia	Amazonas	Puerto Santander	Quebrada el Engaño	Araracuara. Quebrada el Engaño, 2-5 km abajo desembocadura	endofline
CID10621	Cid  _10621	Cid  Ferreira, C.A.	10621		ACRE; MO; NY	8	11	1991	Pagamea  acrensis Steyerm.    	Pagamea acrensis Steyerm.	Pagamea	acrensis	acrensis	Vicentini, A.	4	2002	P. guianensis Aubl. [Delprete 1999]	hairs in this species on pecioles are on the adaxial surface only		Acrensis			Campina alta, aberta	arenoso branco	Shrub		5	Flower	Botões florais esverdeados.	198.5		-7.9	-73.4666666667	LABEL	Brasil	Acre	Rodrigues Alves	ramal do Banho	Ramal do Banho a 5 km da Sede do Município	endofline
SIL795	Silve_795	Silveira, M.	795		MO	7	6	1994	Pagamea  acrensis Steyerm.    	Pagamea acrensis Steyerm.	Pagamea	acrensis	acrensis	Vicentini, A.	4	2002	P. guianensis Aubl. [Taylor, C.M. 1998]			Acrensis			Campina	areia branca				Fruit		200		-7.7272222222	-73.2180555556	MAP	Brasil	Acre	Rodrigues Alves		Bacia do Alto Juruá. 20 km NW de Cruzeiro do Sul.	endofline
SPR2260	Spruc_2260	Spruce, R.	2260		BM; NY; P	30	11	1851	guianensis	Pagamea acrensis Steyerm.	Pagamea	acrensis	acrensis	Vicentini, A.	 	 	Type of P. guianensis Aubl. var. parviflora Spruce [Steyermark.]	Pagamea guianensis Aubl. var. guianensis [Steyermark, J.A.  1963 at NY] 		Parviflora								Flower	Fertile. [Date on the label: Jan-Aug 1852]  [Published in: Fl. Bras. (Martius). 6(1): 285. 1868.]	72.5		-0.1333333333	-67.0833333333	GNDB - Sao Gabriel da Cachoeira	Brasil	Amazonas	São Gabriel da Cachoeira		Prope San Gabriel da Cachoeira, ad Rio Negro, Brasiliae boÁrealis	endofline
DUC22956	Ducke_22956	Ducke, A.	22956		F	28	11	1929	Pagamea  acrensis Steyerm.    	Pagamea acrensis Steyerm.	Pagamea	acrensis	acrensis	Vicentini, A.	5	2002	P. guianensis Aubl.			Parviflora			Catinga		Tree		6.4	Flower	Flor albidis.	68		-0.2166666667	-66.7997222222	GNDB - Curicuriari, rio	Brasil	Amazonas	São Gabriel da Cachoeira	Jucaby	Rio Negro, super ostium affluentis Curicuriary	endofline
KAW133	Kawas_133	Kawasaki, M.L.	133		F; INPA; MO; NY	13	11	1987	Pagamea  acrensis Steyerm.    	Pagamea acrensis Steyerm.	Pagamea	acrensis	acrensis	Vicentini, A.	5	2002	P. guianensis Aubl. [Boom, B. 1988]			Parviflora			Campinarana					Flower		114.75		0.3333333333	-67	LABEL	Brasil	Amazonas	São Gabriel da Cachoeira	Lago Uirauaçu	São Felipe. Rio Tauari. Lago Uirauaçu.	endofline
FAR1867	Farne_1867	Farney, C.	1867		INPA; MO	2	11	1987	guianensis	Pagamea acrensis Steyerm.	Pagamea	acrensis	acrensis	Vicentini, A.	7	2005				Parviflora			Terra Firme		Small tree		8	Flower	Tronco de casca grossa e sulcada; folhas discolores verdes, inflorescência com raque verde, flores com cálice e corola verdes. Amostra de madeira.	72		0.4333333333	-67.5333333333	LABEL	Brasil	Amazonas	São Gabriel da Cachoeira	rio Cubate	São Felipe. Rio Cubate, afluente do Içana	endofline
VIC2263	Vicen_2263	Vicentini, A.	2263	Rodrigues, L.	INPA; MO	27	6	2004	acrensis	Pagamea acrensis Steyerm.	Pagamea	acrensis	acrensis	Vicentini, A.	6	2004		214691		Parviflora			Caatinga alta.		Tree	10	10		Frutos verdes, infrutescÍncia vermelha. [Coletada em Etanol 90%]	69		0.5608333333	-67.4105555556		Brasil	Amazonas	São Gabriel da Cachoeira	Vila de Jauacanã	São Felipe. Rio Içana. Comunidade de Jauacanã. Trilha do outro lado do rio Içana que vai para o rio Cubate. 	endofline
VIC2223	Vicen_2223	Vicentini, A.	2223	Rodrigues, L.	INPA; MO	21	6	2004	acrensis	Pagamea acrensis Steyerm.	Pagamea	acrensis	acrensis	Vicentini, A.	6	2004		214651		Parviflora			Floresta de caatinga	Solo de areia branca não inundável	Tree	7	7	Fruit	Ritidoma fissurado, rígido. Casca viva vermelho-claro, alburno amarelo-ouro, sem exsudatos (fotos). Frutos verdes, infrutescÍncia vermelha. [Coletada em Etanol 90%]	131		1.2805555556	-68.5388888889		Brasil	Amazonas	São Gabriel da Cachoeira	Vila Juivitera	Rio Içana. Comunidade Baniwa de Juivitera, trilha que sai atrás da comunidade por floresta de caatinga. 	endofline
VIC2227	Vicen_2227	Vicentini, A.	2227	Rodrigues, L.	INPA; MO	21	6	2004	acrensis	Pagamea acrensis Steyerm.	Pagamea	acrensis	acrensis	Vicentini, A.	6	2004		214655		Parviflora			Subosque da caatinga (dossel 15-20 m). 	Solo de areia branca não inundável.	Tree	8	8		Tronco fissurado. Casca interna vermelho-claro. Alburno amarelo, sem exsudaÁ„o. Frutos verdes, infrutescÍncias vermelhas. [Coletada em Etanol 90%]	148		1.2852777778	-68.5394444444		Brasil	Amazonas	São Gabriel da Cachoeira	Vila Juivitera	Rio Içana. Comunidade Baniwa de Juivitera, trilha que sai atr·s da comunidade por floresta de caatinga. 	endofline
VIC2253	Vicen_2253	Vicentini, A.	2253	Rodrigues, L.; Apolinario, R.; Apolinario R.	INPA; MO	25	6	2004	acrensis	Pagamea acrensis Steyerm.	Pagamea	acrensis	acrensis	Vicentini, A.	6	2004		214681		Parviflora			Floresta de encosta  próximo ao topo da serra (pouco diversa, caatinga alta). 	Solo rochoso, raso e com tapete de raízes (arenito).	Tree	10	12		Ritidoma fissurado. Vertente. Solo arenoso. Frutos verdes, infrutescÍncia vermelha. [Coletada em Etanol 90%]	452		1.4394444444	-68.1602777778		Brasil	Amazonas	São Gabriel da Cachoeira	Serra Tunuhy	Rio Içana. Serra do Tunuí. Local conhecido como a Pata de Veado.	endofline
ROD10871	Rodri_10871	Rodrigues, W.A.	10871		INPA; MO	6	11	1987	guianensis	Pagamea acrensis Steyerm.	Pagamea	acrensis	acrensis	Vicentini, A.	8	2004		parece com Pagamea acrensis, very similar to P. guianensis , but ovary glabrous, leaves smaller and more coriaceous		Parviflora			Caatinga alta	arenoso	Tree		12	Flower	Flores esverdeadas.	76.5		0.3333333333	-67.3166666667	LABEL	Brasil	Amazonas	São Gabriel da Cachoeira	Lago Amaro	São Felipe. Próximo à boca do Igarapé Tuari. Lago Amaro, do lado oposto à Ilha de Aparecida	endofline
KAW106	Kawas_106	Kawasaki, M.L.	106		INPA; MO; NY	12	11	1987	Pagamea  acrensis Steyerm.    	Pagamea acrensis Steyerm.	Pagamea	acrensis	acrensis	Vicentini, A.	5	2002	P. guianensis Aubl. [Boom, B. 1989]			Parviflora			Caatinga					Flower		89		0.5	-67.35	LABEL	Brasil	Amazonas	São Gabriel da Cachoeira	Boa Vista (antigo Grilo)	São Felipe. Boca do rio Içana, Boa Vista (antigo Grilo)	endofline
DAL5486	Daly,_5486	Daly, D.C.	5486		INPA; MO; NY	25	10	1987	Pagamea  acrensis Steyerm.    vel aff.	Pagamea acrensis Steyerm.	Pagamea	acrensis	acrensis	Vicentini, A.	5	2002	P. guianensis Aubl. [Boom, B. 1989]			Parviflora			Caatinga					Flower		83.8		0.9666666667	-67.1666666667	LABEL	Brasil	Amazonas	São Gabriel da Cachoeira	Cucuí	Cucui. Cucui. Rio Xié. Caatinga behind community called campina.	endofline
VIC2224	Vicen_2224	Vicentini, A.	2224	Rodrigues, L.	MO	21	6	2004	acrensis	Pagamea acrensis Steyerm.	Pagamea	acrensis	acrensis	Vicentini, A.	6	2004		214652		Parviflora			Floresta de caatinga. Interior da caatinga. 	Solo de areia branca n„o inund·vel.	Tree	8	10		Planta com poucas infrutescÍncias. Frutos verdes. [Coletada em Etanol 90%]	121		1.2830555556	-68.5397222222		Brasil	Amazonas	São Gabriel da Cachoeira	Vila Juivitera	Rio Içana. Comunidade Baniwa de Juivitera, trilha que sai atr·s da comunidade por floresta de caatinga. 	endofline
